Sample,FullPath,Label,Malware_Class,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,SizeOfHeaders,Machine,Magic,Num_Sections,Non_Standard_Sections,Size_Mismatch_Count,Avg_Entropy,Packed,Total_VirtualSize,Total_RawSize,Num_Imported_DLLs,Num_Imported_APIs,has_msvcpl40.dll,has_user32.dll,has_vcruntime140.dll,has_oleaut32.dll,has_kernel.dll,has_mscore.dll,has_advapi.dll,has_WriteFile,has_CreateProcessW,has_CreateDirectory,has_sleep,has_GetProcAddress,has_CreatePopupMenu,has_CloseClipboard,has_LoadLibraryA,has_GetModuleHandleA
git-remote-ftps.exe,C:\samples\benign\program_files\git-remote-ftps.exe,benign,Benign,2,44,2046976,691200,135680,5136,4096,4194304,4096,1536,332,267,11,5,10,3.674,0,2872072,2738308,11,388,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
git-remote-http.exe,C:\samples\benign\program_files\git-remote-http.exe,benign,Benign,2,44,2046976,691200,135680,5136,4096,4194304,4096,1536,332,267,11,5,10,3.674,0,2872072,2738308,11,388,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
git-remote-https.exe,C:\samples\benign\program_files\git-remote-https.exe,benign,Benign,2,44,2046976,691200,135680,5136,4096,4194304,4096,1536,332,267,11,5,10,3.674,0,2872072,2738308,11,388,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
git-sh-i18n--envsubst.exe,C:\samples\benign\program_files\git-sh-i18n--envsubst.exe,benign,Benign,2,44,1985024,670208,135168,5136,4096,4194304,4096,1536,332,267,11,5,10,3.693,0,2787798,2655364,11,383,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
git-upload-archive.exe,C:\samples\benign\program_files\git-upload-archive.exe,benign,Benign,2,44,3269632,1218048,202240,5136,4096,4194304,4096,1536,332,267,11,5,10,3.674,0,4688432,4487796,11,404,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
git-upload-pack.exe,C:\samples\benign\program_files\git-upload-pack.exe,benign,Benign,2,44,3269632,1218048,202240,5136,4096,4194304,4096,1536,332,267,11,5,10,3.674,0,4688432,4487796,11,404,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
git-wrapper.exe,C:\samples\benign\program_files\git-wrapper.exe,benign,Benign,2,44,15872,17408,262656,5136,4096,4194304,4096,1536,332,267,11,5,10,3.118,0,293180,33412,5,87,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
git.exe,C:\samples\benign\program_files\git.exe,benign,Benign,2,44,3269632,1218048,202240,5136,4096,4194304,4096,1536,332,267,11,5,10,3.674,0,4688432,4487796,11,404,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
gitk.exe,C:\samples\benign\program_files\gitk.exe,benign,Benign,2,44,15872,108544,262656,5136,4096,4194304,4096,1536,332,267,11,5,10,3.517,1,384189,124428,5,87,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
gkill.exe,C:\samples\benign\program_files\gkill.exe,benign,Benign,2,39,17920,33792,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.519,0,36957,33792,3,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gmondump.exe,C:\samples\benign\program_files\gmondump.exe,benign,Benign,2,36,4096,10240,512,4096,4096,4194304,4096,1536,332,267,17,11,17,3.188,0,50563,54272,2,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
GoogleUpdate.exe,C:\samples\benign\program_files\GoogleUpdate.exe,benign,Benign,14,0,4224000,1542144,0,2281216,4096,4194304,4096,1024,332,267,8,3,8,3.934,0,5853591,5766656,20,535,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
gpg-agent.exe,C:\samples\benign\program_files\gpg-agent.exe,benign,Benign,2,36,275456,368128,1536,4096,4096,4194304,4096,1024,332,267,9,3,9,3.554,0,367109,368128,9,403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gpg-auth.exe,C:\samples\benign\program_files\gpg-auth.exe,benign,Benign,2,36,62464,86528,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.356,0,85181,86528,8,205,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-card.exe,C:\samples\benign\program_files\gpg-card.exe,benign,Benign,2,36,155136,208896,1536,4096,4096,4194304,4096,1024,332,267,9,3,9,3.415,0,207717,208896,9,297,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-check-pattern.exe,C:\samples\benign\program_files\gpg-check-pattern.exe,benign,Benign,2,36,51712,75776,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.312,0,73877,75776,7,168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-connect-agent.exe,C:\samples\benign\program_files\gpg-connect-agent.exe,benign,Benign,2,36,78848,109056,2048,4096,4096,4194304,4096,1024,332,267,9,3,9,3.324,0,107721,109056,9,243,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-error.exe,C:\samples\benign\program_files\gpg-error.exe,benign,Benign,2,36,6656,29696,512,4096,4096,4194304,4096,1024,332,267,9,3,9,2.731,0,26673,29696,4,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gpg-pair-tool.exe,C:\samples\benign\program_files\gpg-pair-tool.exe,benign,Benign,2,36,67584,92672,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.415,0,91473,92672,7,202,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-preset-passphrase.exe,C:\samples\benign\program_files\gpg-preset-passphrase.exe,benign,Benign,2,36,39424,55808,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.215,0,53705,55808,8,155,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-protect-tool.exe,C:\samples\benign\program_files\gpg-protect-tool.exe,benign,Benign,2,36,115712,148480,1536,4096,4096,4194304,4096,1024,332,267,9,3,9,3.429,0,146933,148480,8,277,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-wks-client.exe,C:\samples\benign\program_files\gpg-wks-client.exe,benign,Benign,2,36,133120,175104,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.446,0,173541,175104,8,244,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg-wks-server.exe,C:\samples\benign\program_files\gpg-wks-server.exe,benign,Benign,2,36,115200,152064,1024,4096,4096,4194304,4096,1024,332,267,9,3,8,3.525,0,150673,152064,7,213,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpg.exe,C:\samples\benign\program_files\gpg.exe,benign,Benign,2,36,815616,1068544,9216,4096,4096,4194304,4096,1024,332,267,9,3,9,3.616,0,1074753,1068544,13,478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gpgconf.exe,C:\samples\benign\program_files\gpgconf.exe,benign,Benign,2,36,90112,127488,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.424,0,126361,127488,7,211,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpgparsemail.exe,C:\samples\benign\program_files\gpgparsemail.exe,benign,Benign,2,36,14336,23552,512,4096,4096,4194304,4096,1024,332,267,9,3,8,2.823,0,21285,23552,2,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gpgscm.exe,C:\samples\benign\program_files\gpgscm.exe,benign,Benign,2,36,148480,205312,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,2.99,0,203689,205312,8,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpgsm.exe,C:\samples\benign\program_files\gpgsm.exe,benign,Benign,2,36,390656,521216,2048,4096,4096,4194304,4096,1024,332,267,9,3,9,3.625,0,520661,521216,11,520,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
gpgsplit.exe,C:\samples\benign\program_files\gpgsplit.exe,benign,Benign,2,36,37888,54272,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.177,0,52481,54272,9,152,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpgtar.exe,C:\samples\benign\program_files\gpgtar.exe,benign,Benign,2,36,73728,99840,1536,4096,4096,4194304,4096,1024,332,267,9,3,9,3.436,0,98801,99840,7,200,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
gpgv.exe,C:\samples\benign\program_files\gpgv.exe,benign,Benign,2,36,379904,476672,8704,4096,4096,4194304,4096,1024,332,267,9,3,9,3.491,0,482937,476672,11,366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
graphedt.exe,C:\samples\benign\program_files\graphedt.exe,benign,Benign,14,13,150016,89088,0,137696,4096,4194304,4096,1024,332,267,5,0,5,5.349,0,238038,217600,13,206,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
grcat.exe,C:\samples\benign\program_files\grcat.exe,benign,Benign,2,30,2048,7168,512,4096,4096,4194304,4096,1024,332,267,8,3,8,2.687,0,5693,7168,3,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
grep.exe,C:\samples\benign\program_files\grep.exe,benign,Benign,2,44,164864,52736,4096,4096,4096,4194304,4096,1024,332,267,9,3,9,3.781,0,218393,217600,6,139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
groups.exe,C:\samples\benign\program_files\groups.exe,benign,Benign,2,39,18432,34304,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.404,0,37097,34304,3,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
guidgen.exe,C:\samples\benign\program_files\guidgen.exe,benign,Benign,14,15,12288,14848,0,11101,4096,4194304,4096,1024,332,267,5,0,5,4.799,0,26172,26112,11,77,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
GUP.exe,C:\samples\benign\program_files\GUP.exe,benign,Benign,14,40,493056,132608,0,225756,4096,4194304,4096,1024,332,267,5,0,5,5.397,0,624537,621056,7,144,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
gzip.exe,C:\samples\benign\program_files\gzip.exe,benign,Benign,2,36,75776,98304,816640,4096,4096,4194304,4096,1024,332,267,9,3,9,3.382,0,912145,98304,3,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
head.exe,C:\samples\benign\program_files\head.exe,benign,Benign,2,39,27648,46592,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.484,0,49593,46592,3,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
headless-git.exe,C:\samples\benign\program_files\headless-git.exe,benign,Benign,2,44,7168,12288,512,5136,4096,4194304,4096,1536,332,267,11,5,10,3.064,0,17585,19588,2,52,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
hmac256.exe,C:\samples\benign\program_files\hmac256.exe,benign,Benign,2,36,7168,13824,512,4096,4096,4194304,4096,1024,332,267,9,3,9,3.323,0,11885,13824,2,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
hostid.exe,C:\samples\benign\program_files\hostid.exe,benign,Benign,2,39,16384,30720,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.411,0,33781,30720,3,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
hostname.exe,C:\samples\benign\program_files\hostname.exe,benign,Benign,2,39,16896,31744,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.404,0,34417,31744,3,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
HxD.exe,C:\samples\benign\program_files\HxD.exe,benign,Benign,2,25,3623936,1068032,0,3630144,4096,4194304,4096,1024,332,267,10,4,10,3.825,0,4719966,4691968,17,661,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0
i686-w64-mingw32-agrep.exe,C:\samples\benign\program_files\i686-w64-mingw32-agrep.exe,benign,Benign,2,43,14336,32256,512,5088,4096,4194304,4096,1024,332,267,10,4,10,3.146,0,29512,32256,4,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
iconv.exe,C:\samples\benign\program_files\iconv.exe,benign,Benign,2,43,13312,33280,512,4096,4096,4194304,4096,1024,332,267,9,3,9,3.216,0,31277,33280,4,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
id.exe,C:\samples\benign\program_files\id.exe,benign,Benign,2,39,23040,41984,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.488,0,44573,41984,3,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
ida64.exe,C:\samples\benign\program_files\ida64.exe,benign,Benign,14,29,2476032,2167296,0,2404680,4096,5368709120,4096,1536,34404,523,6,0,6,5.668,0,4641465,4617728,25,3723,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
identity_helper.exe,C:\samples\benign\program_files\identity_helper.exe,benign,Benign,14,0,631808,145920,0,486480,4096,4194304,4096,1024,332,267,6,1,6,4.126,0,851247,777728,9,167,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
idlj.exe,C:\samples\benign\program_files\idlj.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.366,0,8288,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iediagcmd.exe,C:\samples\benign\program_files\iediagcmd.exe,benign,Benign,14,20,423936,86016,0,427954,4096,4194304,4096,1024,332,267,5,0,5,4.756,1,509086,508928,8,43,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
ieinstal.exe,C:\samples\benign\program_files\ieinstal.exe,benign,Benign,14,20,54784,425472,0,56912,4096,4194304,4096,1024,332,267,5,0,5,4.899,0,479450,479232,11,196,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
ielowutil.exe,C:\samples\benign\program_files\ielowutil.exe,benign,Benign,14,20,8192,212992,0,10400,4096,4194304,4096,1024,332,267,5,0,5,4.265,0,219570,220672,6,74,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
iexplore.exe,C:\samples\benign\program_files\iexplore.exe,benign,Benign,14,20,36352,783872,0,14928,4096,4194304,4096,1024,332,267,6,1,6,4.196,0,818234,818688,8,106,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ie_to_edge_stub.exe,C:\samples\benign\program_files\ie_to_edge_stub.exe,benign,Benign,14,0,311808,87552,0,144912,4096,4194304,4096,1024,332,267,6,1,6,4.396,0,404923,399360,9,118,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
ifc.exe,C:\samples\benign\program_files\ifc.exe,benign,Benign,14,15,138240,12288,0,45358,4096,4194304,4096,1024,332,267,5,0,5,5.245,0,152486,150528,1,71,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ifilttst.exe,C:\samples\benign\program_files\ifilttst.exe,benign,Benign,14,13,66048,9216,0,66528,4096,4194304,4096,1024,332,267,5,0,5,4.191,0,73812,74240,5,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ImagingDevices.exe,C:\samples\benign\program_files\ImagingDevices.exe,benign,Benign,14,20,6144,80896,0,8496,4096,4194304,4096,1024,332,267,5,0,5,4.689,1,85756,86528,9,50,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
infocmp.exe,C:\samples\benign\program_files\infocmp.exe,benign,Benign,2,43,30720,56832,512,4096,4096,4194304,4096,1024,332,267,9,3,9,3.524,0,54809,56832,4,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
infotocap.exe,C:\samples\benign\program_files\infotocap.exe,benign,Benign,2,43,46592,81408,512,4096,4096,4194304,4096,1024,332,267,9,3,9,3.574,0,79209,81408,4,122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
initsrv.exe,C:\samples\benign\program_files\initsrv.exe,benign,Benign,12,0,30720,18944,0,17878,4096,4194304,4096,1024,332,267,6,0,6,3.103,0,47960,48640,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InputPersonalization.exe,C:\samples\benign\program_files\InputPersonalization.exe,benign,Benign,14,20,229888,64512,0,206512,4096,4194304,4096,1024,332,267,6,1,6,4.742,0,292616,290304,24,265,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
inspect.exe,C:\samples\benign\program_files\inspect.exe,benign,Benign,14,13,159744,78336,0,85440,4096,4194304,4096,1024,332,267,6,1,6,4.149,0,236418,237056,10,243,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
install.exe,C:\samples\benign\program_files\install.exe,benign,Benign,2,39,112128,157696,14848,4096,4096,4194304,4096,1024,332,267,9,3,9,3.757,0,170413,157696,4,190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
InstallCleanup.exe,C:\samples\benign\program_files\InstallCleanup.exe,benign,Benign,48,0,39424,2560,0,47386,8192,4194304,8192,512,332,267,3,0,3,3.467,0,41160,41984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPBlockerDemon.exe,C:\samples\benign\program_files\IPBlockerDemon.exe,benign,Benign,6,0,57344,36864,0,10976,4096,4194304,4096,4096,332,267,3,0,3,4.449,0,88724,81920,8,204,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
isxps.exe,C:\samples\benign\program_files\isxps.exe,benign,Benign,48,0,315392,2560,0,323226,8192,4194304,8192,512,332,267,3,0,3,3.164,0,316632,317952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jabswitch.exe,C:\samples\benign\program_files\jabswitch.exe,benign,Benign,14,29,14336,19456,0,12656,4096,5368709120,4096,1024,34404,523,6,0,6,3.84,0,33770,33792,13,96,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
jaccessinspector.exe,C:\samples\benign\program_files\jaccessinspector.exe,benign,Benign,14,29,62976,32256,0,64872,4096,5368709120,4096,1024,34404,523,6,0,6,4.164,0,96491,95232,14,128,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
jaccesswalker.exe,C:\samples\benign\program_files\jaccesswalker.exe,benign,Benign,14,29,35328,24064,0,36388,4096,5368709120,4096,1024,34404,523,6,0,6,3.931,0,60305,59392,14,102,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
jar.exe,C:\samples\benign\program_files\jar.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.348,0,8248,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarsigner.exe,C:\samples\benign\program_files\jarsigner.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.359,0,8308,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaureg.exe,C:\samples\benign\program_files\jaureg.exe,benign,Benign,10,0,270848,160768,0,161121,4096,4194304,4096,1024,332,267,5,0,5,5.535,0,430181,421888,8,136,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
java-rmi.exe,C:\samples\benign\program_files\java-rmi.exe,benign,Benign,10,0,2560,6144,0,5000,4096,4194304,4096,1024,332,267,5,0,5,4.302,0,8244,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java.exe,C:\samples\benign\program_files\java.exe,benign,Benign,14,29,3584,34816,0,5152,4096,5368709120,4096,1024,34404,523,6,0,6,3.326,0,36470,38400,9,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
javac.exe,C:\samples\benign\program_files\javac.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.353,0,8272,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javacpl.exe,C:\samples\benign\program_files\javacpl.exe,benign,Benign,10,0,17920,49664,0,18234,4096,4194304,4096,1024,332,267,5,0,5,4.719,0,65972,66560,5,124,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
javadoc.exe,C:\samples\benign\program_files\javadoc.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.355,0,8284,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javafxpackager.exe,C:\samples\benign\program_files\javafxpackager.exe,benign,Benign,14,10,80896,37376,0,13999,4096,4194304,4096,1024,332,267,5,0,5,5.098,0,119300,118272,2,78,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
javah.exe,C:\samples\benign\program_files\javah.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.355,0,8272,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javap.exe,C:\samples\benign\program_files\javap.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.354,0,8272,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javapackager.exe,C:\samples\benign\program_files\javapackager.exe,benign,Benign,14,10,80896,37376,0,13999,4096,4194304,4096,1024,332,267,5,0,5,5.098,0,119300,118272,2,78,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
javaw.exe,C:\samples\benign\program_files\javaw.exe,benign,Benign,14,29,3584,34816,0,5160,4096,5368709120,4096,1024,34404,523,6,0,6,3.343,0,36530,38400,9,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
javaws.exe,C:\samples\benign\program_files\javaws.exe,benign,Benign,10,0,183296,203264,0,93022,4096,4194304,4096,1024,332,267,5,0,5,5.328,0,385258,292864,5,161,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
jcmd.exe,C:\samples\benign\program_files\jcmd.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.35,0,8256,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jconsole.exe,C:\samples\benign\program_files\jconsole.exe,benign,Benign,10,0,2560,6656,0,5082,4096,4194304,4096,1024,332,267,5,0,5,4.322,0,8536,9216,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jdb.exe,C:\samples\benign\program_files\jdb.exe,benign,Benign,10,0,2560,6144,0,4986,4096,4194304,4096,1024,332,267,5,0,5,4.39,0,8282,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jdeps.exe,C:\samples\benign\program_files\jdeps.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.353,0,8272,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jfr.exe,C:\samples\benign\program_files\jfr.exe,benign,Benign,14,29,3584,8704,0,5156,4096,5368709120,4096,1024,34404,523,6,0,6,3.194,0,10778,12288,9,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jhat.exe,C:\samples\benign\program_files\jhat.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.349,0,8256,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jinfo.exe,C:\samples\benign\program_files\jinfo.exe,benign,Benign,10,0,2560,6656,0,4986,4096,4194304,4096,1024,332,267,5,0,5,4.3,0,8390,9216,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjs.exe,C:\samples\benign\program_files\jjs.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.351,0,8248,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmap.exe,C:\samples\benign\program_files\jmap.exe,benign,Benign,10,0,2560,6656,0,4986,4096,4194304,4096,1024,332,267,5,0,5,4.299,0,8390,9216,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmc.exe,C:\samples\benign\program_files\jmc.exe,benign,Benign,10,0,11264,301568,0,13494,4096,4194304,4096,1024,332,267,5,0,5,4.796,0,311252,311808,4,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
join.exe,C:\samples\benign\program_files\join.exe,benign,Benign,2,39,28672,50688,5632,4096,4096,4194304,4096,1024,332,267,9,3,9,3.574,0,54017,50688,3,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
jp2launcher.exe,C:\samples\benign\program_files\jp2launcher.exe,benign,Benign,10,0,50688,41984,0,49649,4096,4194304,4096,1024,332,267,5,0,5,5.411,0,91292,84992,5,164,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
jps.exe,C:\samples\benign\program_files\jps.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.348,0,8248,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jrunscript.exe,C:\samples\benign\program_files\jrunscript.exe,benign,Benign,14,29,3584,8704,0,5156,4096,5368709120,4096,1024,34404,523,6,0,6,3.222,0,10842,12288,9,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jsadebugd.exe,C:\samples\benign\program_files\jsadebugd.exe,benign,Benign,10,0,2560,6144,0,4986,4096,4194304,4096,1024,332,267,5,0,5,4.391,0,8326,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jsconstraintdebug.exe,C:\samples\benign\program_files\jsconstraintdebug.exe,benign,Benign,14,13,27648,7680,0,28000,4096,4194304,4096,1024,332,267,5,0,5,4.76,0,34122,34304,7,80,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
jstack.exe,C:\samples\benign\program_files\jstack.exe,benign,Benign,10,0,2560,6656,0,4986,4096,4194304,4096,1024,332,267,5,0,5,4.301,0,8398,9216,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jstat.exe,C:\samples\benign\program_files\jstat.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.348,0,8256,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jstatd.exe,C:\samples\benign\program_files\jstatd.exe,benign,Benign,10,0,2560,6144,0,4988,4096,4194304,4096,1024,332,267,5,0,5,4.348,0,8264,8704,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jucheck.exe,C:\samples\benign\program_files\jucheck.exe,benign,Benign,10,0,460288,486400,0,318573,4096,4194304,4096,1024,332,267,5,0,5,5.533,0,945138,935936,14,285,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1
jusched.exe,C:\samples\benign\program_files\jusched.exe,benign,Benign,10,0,348672,255488,0,235795,4096,4194304,4096,1024,332,267,5,0,5,5.54,0,603226,593408,11,220,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1
jvisualvm.exe,C:\samples\benign\program_files\jvisualvm.exe,benign,Benign,2,22,91136,189440,19456,4784,4096,4194304,4096,1024,332,267,7,3,7,2.512,0,206568,189440,5,103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
kbxutil.exe,C:\samples\benign\program_files\kbxutil.exe,benign,Benign,2,36,111616,142848,1024,4096,4096,4194304,4096,1024,332,267,9,3,9,3.325,0,140809,142848,8,219,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
keyboxd.exe,C:\samples\benign\program_files\keyboxd.exe,benign,Benign,2,36,173568,231936,1536,4096,4096,4194304,4096,1024,332,267,9,3,9,3.472,0,230877,231936,11,343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
keytool.exe,C:\samples\benign\program_files\keytool.exe,benign,Benign,14,29,3584,8704,0,5156,4096,5368709120,4096,1024,34404,523,6,0,6,3.194,0,10806,12288,9,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
